_id,text,context,qualifier,laterality,presence,presentation,experiencer,stage,timeSpent,conceptIds,snomedTimeSpent
680f4c4da8eceb0329bd1654,otitis media,an infection of the middle ear space where the small bones and nerves of the ear connect to the eardrum on one side and the eustachian tube on the other.,Diagnosis,N/A,N/A,N/A,Patient,N/A,13502,65363002,26385
680f4c65a8eceb0329bd16b2,otitis media,infection itself is not contagious,Socio-demographics,N/A,N/A,N/A,N/A,N/A,3583,,0
680f4c78a8eceb0329bd16b5,Otitis media,most often seen in infants and young children,Socio-demographics,N/A,N/A,Primary,Patient,N/A,7283,,0
680f4d7ea8eceb0329bd16b7,Otitis media,"several causes including a viral or bacterial infection that spreads to the middle ear by way of the eustachian tubes, nasal allergy drainage blocking the sinuses or eustachian tubes, enlarged adenoids also blocking sinuses or eustachian tubes and eardrum rupture",Risk Factors,N/A,N/A,N/A,N/A,N/A,241740,1083631000119102;1090791000119102;1088181000119100,65722
680f4d91a8eceb0329bd16b9,risk of an ear infection,"ecent upper respiratory tract illness, crowded living conditions, family history of ear infections, day care, smoking in household, altitude changes, cold weather and genetic factors",Risk Factors,N/A,N/A,N/A,N/A,N/A,4200,163051000000102,45416
680f4db9a8eceb0329bd16bb,Signs And Symptoms,"* Irritability.   * Ear pain, fullness, hearing loss.   * Infants may pull on ear.   * Fever.   * Vomiting.   * Discharge from ear.   * Diarrhea.",Symptoms,N/A,N/A,N/A,N/A,N/A,22766,301354004;15188001;386661006;422400008;162364004;62315008,71182
680f4dcea8eceb0329bd16bd,Diagnosis,physical exam and otoscopic exam,Signs,N/A,N/A,N/A,N/A,N/A,7866,76517002,9016
680f4df9a8eceb0329bd16bf,Diagnosis,Sometimes fluid from the ear is cultured,Test Results,N/A,N/A,N/A,N/A,N/A,12749,401325009,20583
680f50b4a8eceb0329bd1858,Medication for otitis media ,"Pain relievers, like acetaminophen (Tylenol). Infant pain relievers are available.   * Decongestant to relieve symptoms of upper respiratory tract infection.   * Antibiotics when indicated for bacterial infection such as Amoxicillin or Zithromycin. Finish ALL antibiotics as prescribed. ",Treatments,N/A,N/A,N/A,N/A,N/A,144746,52685006;417901007;774586009,71717
680f50c5a8eceb0329bd185a,Surgery for otitis media ,* Surgery is sometimes necessary to put in tubes through the eardrum to equalize pressure and drain fluids.   * Surgery to remove adenoids if they are enlarged.,Treatments,N/A,N/A,N/A,N/A,N/A,15635,416735007;119954001,24000
680f50f9a8eceb0329bd185c,General advice for otitis media,"Reduce activity until symptoms subside.     Call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache, Avoid swimming until infection goes away",Treatments,N/A,N/A,N/A,N/A,N/A,51512,418043000,33167
680f5116a8eceb0329bd185e,Complications of otitis media,"convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",Symptoms,N/A,N/A,N/A,N/A,N/A,23466,,0
