text,context,qualifier,laterality,presence,primary_secondary,experiencer,treatment_stage,snomed_ct
bilateral myringotomy tubes,a sample note on bilateral myringotomy tubes,procedures,bilateral,confirmed,primary,patient,,284532000
fluid,"surgery which drains fluid involves a small incision in the eardrum, so that the fluid can be gently removed and a tube can be inserted.",signs,bilateral,confirmed,primary,patient,pre-treatment,
incision in the eardrum,surgery which drains fluid involves a small incision in the eardrum,procedures,bilateral,confirmed,primary,patient,,397760009
myringotomy and tubes,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tubes, is performed on children under general anesthesia.",procedures,bilateral,confirmed,primary,patient,,
general anesthesia,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tubes, is performed on children under general anesthesia.",treatments,,confirmed,secondary,patient,,420653000
swollen membranes,"the need for the tube insertion is because the eardrum incision generally heals very rapidly (within a few days), which is not long enough for the swollen membranes in the middle ear to return to normal.",signs,bilateral,confirmed,primary,patient,pre-treatment,
fluid will reaccumulate,"as soon as the eardrum heals, fluid will reaccumulate.",signs,bilateral,confirmed,primary,patient,post-treatment,1004115000
ear infections,"they may have ear infections in the future, but most will clear up with medical treatment.",diagnoses,bilateral,suspected,primary,patient,post-treatment,
prone to ear infections,some children are very prone to ear infections and have a tendency to accumulate fluid after each infection.,risk factors,bilateral,confirmed,primary,patient,,194287004
accumulate fluid,some children are very prone to ear infections and have a tendency to accumulate fluid after each infection.,signs,bilateral,confirmed,primary,patient,post-treatment,1004115000
