text,context,qualifier,laterality,presence,primary_secondary,experiencer,treatment_stage,snomed_ct
otitis media,otitis media:,diagnoses,,confirmed,primary,patient,,62242008
infection of the middle ear space,is an infection of the middle ear space where the small bones and nerves of the ear connect to the eardrum on one side and the eustachian tube on the other.,diagnoses,,confirmed,primary,patient,,
eustachian tube,where the small bones and nerves of the ear connect to the eardrum on one side and the eustachian tube on the other.,,,,,patient,,17135006
ear infection,the ear infection itself is not contagious but the respiratory infection preceding it is transmittable.,diagnoses,,confirmed,primary,patient,,
respiratory infection,the ear infection itself is not contagious but the respiratory infection preceding it is transmittable.,diagnoses,,confirmed,secondary,patient,pre-treatment,
infants and young children,otitis media is most often seen in infants and young children.,sociodemographics,,confirmed,,patient,,
viral or bacterial infection,including a viral or bacterial infection that spreads to the middle ear by way of the eustachian tubes,diagnoses,,suspected,primary,patient,pre-treatment,
nasal allergy drainage,nasal allergy drainage blocking the sinuses or eustachian tubes,risk factors,,suspected,secondary,patient,,
enlarged adenoids,enlarged adenoids also blocking sinuses or eustachian tubes,signs,,suspected,secondary,patient,,
eardrum rupture,and eardrum rupture.,diagnoses,,suspected,secondary,patient,pre-treatment,60442001
recent upper respiratory tract illness,like recent upper respiratory tract illness,risk factors,,confirmed,primary,patient,pre-treatment,
crowded living conditions,crowded living conditions,risk factors,,confirmed,primary,patient,,
family history of ear infections,family history of ear infections,risk factors,,confirmed,primary,family,,
day care,day care,risk factors,,confirmed,primary,patient,,
smoking in household,smoking in household,risk factors,,confirmed,primary,patient,,
altitude changes,altitude changes,risk factors,,confirmed,primary,patient,,
cold weather,cold weather,risk factors,,confirmed,primary,patient,,
genetic factors,and genetic factors.,risk factors,,confirmed,primary,patient,,
irritability,* irritability.,symptoms,,confirmed,primary,patient,post-treatment,
ear pain,"* ear pain, fullness, hearing loss.",symptoms,,confirmed,primary,patient,post-treatment,
fullness,"* ear pain, fullness, hearing loss.",symptoms,,confirmed,primary,patient,post-treatment,
hearing loss,"* ear pain, fullness, hearing loss.",symptoms,,confirmed,primary,patient,post-treatment,
infants may pull on ear,* infants may pull on ear.,signs,,confirmed,primary,patient,post-treatment,
fever,* fever.,signs,,confirmed,primary,patient,post-treatment,
vomiting,* vomiting.,symptoms,,confirmed,primary,patient,post-treatment,
discharge from ear,* discharge from ear.,signs,,confirmed,primary,patient,post-treatment,
diarrhea,* diarrhea.,symptoms,,confirmed,primary,patient,post-treatment,
physical exam,diagnosis is by physical exam and otoscopic exam.,test results,,confirmed,primary,patient,pre-treatment,
otoscopic exam,diagnosis is by physical exam and otoscopic exam.,test results,,confirmed,primary,patient,pre-treatment,
fluid from the ear,sometimes fluid from the ear is cultured.,test results,,suspected,secondary,patient,pre-treatment,
acetaminophen (tylenol),"pain relievers, like acetaminophen (tylenol).",treatments,,confirmed,primary,patient,post-treatment,
decongestant,decongestant to relieve symptoms of upper respiratory tract infection.,treatments,,confirmed,primary,patient,post-treatment,
amoxicillin,antibiotics when indicated for bacterial infection such as amoxicillin or zithromycin.,treatments,,suspected,primary,patient,post-treatment,
zithromycin,antibiotics when indicated for bacterial infection such as amoxicillin or zithromycin.,treatments,,suspected,primary,patient,post-treatment,
avoid swimming,avoid swimming until infection goes away.,treatments,,confirmed,primary,patient,post-treatment,
tubes through the eardrum,surgery is sometimes necessary to put in tubes through the eardrum to equalize pressure and drain fluids.,procedures,,suspected,secondary,patient,post-treatment,
remove adenoids,surgery to remove adenoids if they are enlarged.,procedures,,suspected,secondary,patient,post-treatment,
reduce activity,reduce activity until symptoms subside.,treatments,,confirmed,primary,patient,post-treatment,
symptoms do not improve,call doctor's office if symptoms do not improve within 2 days of treatment,risk factors,,suspected,primary,family,post-treatment,
convulsion,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion",symptoms,,suspected,primary,family,post-treatment,
ear swelling,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling",signs,,suspected,primary,family,post-treatment,
dizziness,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness",symptoms,,suspected,primary,family,post-treatment,
twitching facial muscles,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles",signs,,suspected,primary,family,post-treatment,
severe headache,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,suspected,primary,family,post-treatment,
