text,context,qualifier,laterality,presence,primary_secondary,experiencer,treatment_stage,snomed_ct
otitis media,otitis media: is an infection of the middle ear space where the small bones and nerves of the ear connect to the eardrum on one side and the eustachian tube on the other.,diagnoses,,confirmed,primary,patient,,
infection of the middle ear space,otitis media: is an infection of the middle ear space where the small bones and nerves of the ear connect to the eardrum on one side and the eustachian tube on the other.,diagnoses,,confirmed,primary,patient,,
viral or bacterial infection,"there are several causes including a viral or bacterial infection that spreads to the middle ear by way of the eustachian tubes, nasal allergy drainage blocking the sinuses or eustachian tubes, enlarged adenoids also blocking sinuses or eustachian tubes and eardrum rupture.",diagnoses,,confirmed,primary,patient,,
nasal allergy drainage,"there are several causes including a viral or bacterial infection that spreads to the middle ear by way of the eustachian tubes, nasal allergy drainage blocking the sinuses or eustachian tubes, enlarged adenoids also blocking sinuses or eustachian tubes and eardrum rupture.",diagnoses,,confirmed,primary,patient,,
enlarged adenoids,"there are several causes including a viral or bacterial infection that spreads to the middle ear by way of the eustachian tubes, nasal allergy drainage blocking the sinuses or eustachian tubes, enlarged adenoids also blocking sinuses or eustachian tubes and eardrum rupture.",diagnoses,,confirmed,primary,patient,,
eardrum rupture,"there are several causes including a viral or bacterial infection that spreads to the middle ear by way of the eustachian tubes, nasal allergy drainage blocking the sinuses or eustachian tubes, enlarged adenoids also blocking sinuses or eustachian tubes and eardrum rupture.",diagnoses,,confirmed,primary,patient,,
irritability,* irritability.,symptoms,,confirmed,primary,patient,,
ear pain,"* ear pain, fullness, hearing loss.",symptoms,,confirmed,primary,patient,,
fullness,"* ear pain, fullness, hearing loss.",symptoms,,confirmed,primary,patient,,
hearing loss,"* ear pain, fullness, hearing loss.",symptoms,,confirmed,primary,patient,,
infants may pull on ear,* infants may pull on ear.,symptoms,,confirmed,primary,patient,,
fever,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,confirmed,primary,patient,,
vomiting,* vomiting.,symptoms,,confirmed,primary,patient,,
discharge from ear,* discharge from ear.,symptoms,,confirmed,primary,patient,,
diarrhea,* diarrhea.,symptoms,,confirmed,primary,patient,,
physical exam,* diagnosis is by physical exam and otoscopic exam.,procedures,,confirmed,primary,patient,,
otoscopic exam,* diagnosis is by physical exam and otoscopic exam.,procedures,,confirmed,primary,patient,,
fluid from the ear is cultured,* sometimes fluid from the ear is cultured.,procedures,,confirmed,primary,patient,,
pain relievers,"* pain relievers, like acetaminophen (tylenol).",treatments,,confirmed,primary,patient,,
acetaminophen (tylenol),"* pain relievers, like acetaminophen (tylenol).",treatments,,confirmed,primary,patient,,
decongestant,* decongestant to relieve symptoms of upper respiratory tract infection.,treatments,,confirmed,primary,patient,,
antibiotics,* antibiotics when indicated for bacterial infection such as amoxicillin or zithromycin.,treatments,,confirmed,primary,patient,,
amoxicillin,* antibiotics when indicated for bacterial infection such as amoxicillin or zithromycin.,treatments,,confirmed,primary,patient,,
zithromycin,* antibiotics when indicated for bacterial infection such as amoxicillin or zithromycin.,treatments,,confirmed,primary,patient,,
avoid swimming,* avoid swimming until infection goes away.,treatments,,confirmed,primary,patient,,
surgery to put in tubes,* surgery is sometimes necessary to put in tubes through the eardrum to equalize pressure and drain fluids.,procedures,,confirmed,primary,patient,,
surgery to remove adenoids,* surgery to remove adenoids if they are enlarged.,procedures,,confirmed,primary,patient,,
reduce activity,* reduce activity until symptoms subside.,treatments,,confirmed,primary,patient,,
convulsion,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,confirmed,primary,patient,,
ear swelling,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,confirmed,primary,patient,,
dizziness,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,confirmed,primary,patient,,
twitching facial muscles,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,confirmed,primary,patient,,
severe headache,"call doctor's office if symptoms do not improve within 2 days of treatment, and for convulsion, fever, ear swelling, dizziness, twitching facial muscles and severe headache.",symptoms,,confirmed,primary,patient,,
