text,context,qualifier,laterality,presence,primary_secondary,experiencer,treatment_stage,snomed_ct
serous otitis media,a sample note on serous otitis media   (medical transcription sample report),diagnoses,,confirmed,primary,patient,,80327007
middle ear fluid,"serous otitis media, better known as middle ear fluid, is the most common condition causing hearing loss in children.",diagnoses,,confirmed,primary,patient,,274304001
hearing loss,"serous otitis media, better known as middle ear fluid, is the most common condition causing hearing loss in children.",symptoms,,confirmed,primary,patient,post-treatment,14230001000004101
colds,this space can become filled with fluid during colds or upper respiratory infections.,risk factors,,confirmed,secondary,patient,pre-treatment,
upper respiratory infections,this space can become filled with fluid during colds or upper respiratory infections.,risk factors,,confirmed,secondary,patient,pre-treatment,
eustachian tube,the eustachian tube does not drain well in children.,,,confirmed,,patient,,91207004
speech delay,"because children need hearing to learn speech, hearing loss from fluid in the middle ear can result in speech delay.",symptoms,,suspected,primary,patient,post-treatment,441719005
18 months,children begin to speak some words by 18 months.,sociodemographics,,,,patient,,
language,children with fluid in both ears can show significant delay in their use of language.,symptoms,,suspected,primary,patient,post-treatment,161156004
mild hearing loss,"when there is a hearing loss, even a mild one, the spoken words of parents and siblings are distorted to the child with fluid in the ears.",signs,,confirmed,primary,patient,post-treatment,737047001
ear infection,most children will have at least one ear infection before the age of four.,diagnoses,,suspected,primary,patient,pre-treatment,129127001
conductive hearing loss,"usually, the presence of fluid results in a ""mild conductive hearing loss.""",diagnoses,,confirmed,primary,patient,post-treatment,44057004
30% hearing loss,this could be as much as 30% hearing loss overall.,test results,,confirmed,secondary,patient,post-treatment,
additional antibiotics,"this may consist of additional antibiotics, decongestants, and in some cases, nasal sprays.",treatments,,suspected,primary,patient,post-treatment,
decongestants,"this may consist of additional antibiotics, decongestants, and in some cases, nasal sprays.",treatments,,suspected,primary,patient,post-treatment,
nasal sprays,"this may consist of additional antibiotics, decongestants, and in some cases, nasal sprays.",treatments,,suspected,primary,patient,post-treatment,
12 weeks,"if fluid has been present for over 12 weeks, surgical drainage of the fluid is often indicated.",risk factors,,confirmed,primary,patient,,
surgical drainage,"if fluid has been present for over 12 weeks, surgical drainage of the fluid is often indicated.",procedures,,suspected,primary,patient,post-treatment,56783008
myringotomy,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tube, (bmt if bilateral) or pet (pressure equalizing tubes), is performed on children under general anesthesia.",procedures,,suspected,primary,patient,post-treatment,397760009
tympanostomy,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tube, (bmt if bilateral) or pet (pressure equalizing tubes), is performed on children under general anesthesia.",procedures,,suspected,primary,patient,post-treatment,397862008
bmt,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tube, (bmt if bilateral) or pet (pressure equalizing tubes), is performed on children under general anesthesia.",procedures,,suspected,primary,patient,post-treatment,
pet,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tube, (bmt if bilateral) or pet (pressure equalizing tubes), is performed on children under general anesthesia.",procedures,,suspected,primary,patient,post-treatment,
general anesthesia,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tube, (bmt if bilateral) or pet (pressure equalizing tubes), is performed on children under general anesthesia.",treatments,,confirmed,primary,patient,post-treatment,50697003
