text,context,qualifier,laterality,presence,primary_secondary,experiencer,treatment_stage,snomed_ct
bilateral myringotomy tubes,a sample note on bilateral myringotomy tubes,procedures,bilateral,confirmed,primary,,,1837000
myringotomy and tubes,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tubes, is performed on children under general anesthesia.",procedures,,confirmed,primary,,pre-treatment,1837000
tympanostomy and tubes,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tubes, is performed on children under general anesthesia.",procedures,,confirmed,primary,,pre-treatment,1837000
general anesthesia,"the procedure, medically termed a myringotomy and tubes, or tympanostomy and tubes, is performed on children under general anesthesia.",treatments,,confirmed,secondary,,pre-treatment,
ear infections,some children are very prone to ear infections and have a tendency to accumulate fluid after each infection.,diagnoses,,confirmed,primary,patient,,95570007
fluid,"surgery which drains fluid involves a small incision in the eardrum, so that the fluid can be gently removed and a tube can be inserted.",signs,,confirmed,primary,,pre-treatment,
swollen membranes,"the need for the tube insertion is because the eardrum incision generally heals very rapidly (within a few days), which is not long enough for the swollen membranes in the middle ear to return to normal.",signs,,confirmed,secondary,,pre-treatment,
accumulate fluid,some children are very prone to ear infections and have a tendency to accumulate fluid after each infection.,signs,,confirmed,secondary,patient,,
age 7 or 8,children tend to outgrow this cycle by age 7 or 8.,sociodemographics,,,,,,
physically remove the tube,occasionally the physician has to physically remove the tube from the ear drum.,procedures,,confirmed,secondary,,post-treatment,
